classification	db_link	observation_name	SC1703-104_TTGCCC-B6TML_L001_R	SC1703-105_CAGTCT-B6TML_L001_R	SC1703-106_TTAAAT-B6TML_L001_R	SC1703-107_AATTGC-B6TML_L001_R	SC1703-108_ACTCGA-B6TML_L001_R	SC1703-109_GTTACC-B6TML_L001_R	SC1703-110_CAGATG-B6TML_L001_R	SC1703-125_TCGCGC-B6TML_L001_R	SC1703-126_TAACTT-B6TML_L001_R	SC1703-127_CTGTAA-B6TML_L001_R	SC1703-128_CCATTG-B6TML_L001_R	SC1703-129_TAGGCT-B6TML_L001_R	SC1703-130_TTCTTG-B6TML_L001_R	SC1703-131_CCGACC-B6TML_L001_R	SC1703-132_TTAGCT-B6TML_L001_R	SC1703-133_CAGAGC-B6TML_L001_R	SC1703-134_AATATG-B6TML_L001_R	SC1703-135_TGAGCA-B6TML_L001_R	SC1703-136_AATCAC-B6TML_L001_R	SC1703-137_GGTAGC-B6TML_L001_R	SC1703-138_CTCTCG-B6TML_L001_R	SC1703-145_AGCGAC-B6TML_L001_R	SC1703-146_GCCAAG-B6TML_L001_R	SC1703-147_AGGTTC-B6TML_L001_R	SC1703-148_TTTTTC-B6TML_L001_R	SC1703-149_GTCGTG-B6TML_L001_R	SC1703-150_GCTATC-B6TML_L001_R	SC1703-151_TATGCG-B6TML_L001_R	SC1703-41_TCGTTC-B6TML_L001_R	SC1703-42_GCGATG-B6TML_L001_R	SC1703-43_ATATAA-B6TML_L001_R	SC1703-44_ATACTG-B6TML_L001_R	SC1703-45_GGAGAG-B6TML_L001_R	SC1703-46_ACGAGA-B6TML_L001_R	SC1703-47_ATTACA-B6TML_L001_R	SC1703-48_TGATTT-B6TML_L001_R	SC1703-49_GGGGTG-B6TML_L001_R	SC1703-50_ACAAAA-B6TML_L001_R	SC1703-51_CTCCAG-B6TML_L001_R	SC1703-52_GGTGTT-B6TML_L001_R	SC1703-53_CGGGAG-B6TML_L001_R	SC1703-54_TGGTAG-B6TML_L001_R	SC1703-62_TGCGGG-B6TML_L001_R	SC1703-63_TCTATG-B6TML_L001_R	SC1703-64_GGACGG-B6TML_L001_R	SC1703-65_AGAGGG-B6TML_L001_R	SC1703-66_ATGAAC-B6TML_L001_R	SC1703-67_TACCTG-B6TML_L001_R	SC1703-68_CTAGAG-B6TML_L001_R	SC1703-83_CTTGCA-B6TML_L001_R	SC1703-84_CATGTT-B6TML_L001_R	SC1703-85_TGGATT-B6TML_L001_R	SC1703-86_AACGCA-B6TML_L001_R	SC1703-87_TTCGAG-B6TML_L001_R	SC1703-88_AAGCTA-B6TML_L001_R	SC1703-89_AGTTTG-B6TML_L001_R	SC1703-90_TCCCCA-B6TML_L001_R	SC1703-91_AACTAG-B6TML_L001_R	SC1703-92_GTTCGC-B6TML_L001_R	SC1703-93_TGCCTT-B6TML_L001_R	SC1703-94_ATAAGA-B6TML_L001_R	SC1703-95_CACACT-B6TML_L001_R	SC1703-96_ACAGTT-B6TML_L001_R
Transferases;Acyltransferases;Transferring groups other than aminoacyl groups;EC:2.3.1.47	https://www.genome.jp/dbget-bin/www_bget?EC:2.3.1.47	EC:2.3.1.47	1347	2148	2404	3246	1635	886	3239	370	1438	1670	1738	1446	798	2036	7556	2790	5400	3916	10462	3557	4900	1328	1464	237	1190	527	1370	482	2776	1905	4962	3946	1875	5718	2843	6340	3399	7106	2276	5246	3436	851	2580	3540	3982	1788	3594	3578	4462	2523	2818	1780	3498	3097	1804	1565	15714	6988	4176	6984	3670	3301	5754
Transferases;Acyltransferases;Transferring groups other than aminoacyl groups;EC:2.3.1.51	https://www.genome.jp/dbget-bin/www_bget?EC:2.3.1.51	EC:2.3.1.51	12076	25073	22868	30852	15151	8447	17504	8360	22061	35564	33360	35360	17217	35331	29703	21487	22126	50964	26988	24904	37906	15526	8667	12040	17952	9344	15109	7808	12175	6535	12168	13232	13146	7136	19624	21543	19063	11976	17668	20062	14838	21257	19558	20249	15166	21592	27227	15751	25604	12236	11419	21154	15413	23580	11703	12742	39336	40164	47360	32727	30012	36026	29756
Transferases;Acyltransferases;Transferring groups other than aminoacyl groups;EC:2.3.1.54	https://www.genome.jp/dbget-bin/www_bget?EC:2.3.1.54	EC:2.3.1.54	7611	15216	16152	21290	10848	5852	13065	9778	24486	42260	36621	37269	19902	39142	31851	21964	19166	48238	18993	25632	34226	13246	7260	8057	13891	7144	9580	5126	16534	8924	19834	21752	15283	15870	24538	18958	21236	16610	17500	17846	13698	21230	11496	14940	9715	12222	18295	11520	15266	17096	16367	24133	23069	29341	14994	17924	26113	39810	46222	36836	33220	39996	29927
Transferases;Acyltransferases;Transferring groups other than aminoacyl groups;EC:2.3.1.57	https://www.genome.jp/dbget-bin/www_bget?EC:2.3.1.57	EC:2.3.1.57	858	2149	3533	3200	1560	1499	2040	6217	9346	14352	10783	11998	5343	10415	6587	5853	5948	4876	10349	8192	8206	302	1908	306	1124	402	621	146	7696	2236	6124	11461	7378	5777	13410	10987	7248	4194	8544	7477	5020	6129	1651	4956	1838	1728	3021	2452	2578	8986	10207	14248	11170	18882	8602	15550	14249	19707	11721	20890	14786	14742	13529
Transferases;Acyltransferases;Transferring groups other than aminoacyl groups;EC:2.3.1.61	https://www.genome.jp/dbget-bin/www_bget?EC:2.3.1.61	EC:2.3.1.61	332	1645	2018	2420	1140	485	1092	3052	7873	852	7765	10654	402	6842	5618	3807	3636	3346	7832	4496	6082	269	1314	228	452	306	471	113	6019	1448	5281	3520	7166	4199	10786	7921	5412	3886	7737	6364	3874	5316	577	2348	950	684	1263	1348	697	4834	4807	12409	1756	14386	5668	6025	8666	13854	6057	15925	10720	12010	9281
Transferases;Acyltransferases;Transferring groups other than aminoacyl groups;EC:2.3.1.79	https://www.genome.jp/dbget-bin/www_bget?EC:2.3.1.79	EC:2.3.1.79	6172	13859	13594	17148	8306	5092	10416	9235	22333	39775	34053	35108	18739	36116	23043	18326	16780	47050	16053	22236	29583	12051	4757	7547	12646	6220	8179	4000	12368	6068	12397	15825	12476	7300	20270	13812	18082	8388	12395	10060	8804	16808	9239	11360	7376	10780	12156	8274	13565	13369	12164	21505	17921	24738	12314	15585	23477	34422	42904	28632	28782	34734	26090
Transferases;Acyltransferases;Transferring groups other than aminoacyl groups;EC:2.3.1.8	https://www.genome.jp/dbget-bin/www_bget?EC:2.3.1.8	EC:2.3.1.8	8460	15665	15156	19910	9776	6053	12822	9257	22361	39794	34102	35122	18766	36139	27181	19600	22084	50666	27084	24290	32810	13675	5995	7944	13848	6458	9615	5401	12371	6071	12405	15854	12486	7312	20284	22408	19652	11898	17764	20389	15085	21136	12316	14022	11274	12715	18466	10581	17598	13414	12189	21542	18012	24780	12342	15604	40707	40692	46408	33814	31223	36640	30850
Transferases;Acyltransferases;Transferring groups other than aminoacyl groups;EC:2.3.1.81	https://www.genome.jp/dbget-bin/www_bget?EC:2.3.1.81	EC:2.3.1.81	1148	1468	1044	1396	552	612	1846	13	13	15	35	9	24	21	2666	728	4407	3321	9514	1597	2373	969	372	97	697	42	836	399	1	2	6	8	6	7	4	5184	1406	2379	1471	4165	2616	473	1876	1757	3013	1270	2225	1771	3610	41	20	32	76	34	22	11	15266	4545	2580	2981	1403	638	3822
Transferases;Acyltransferases;Transferring groups other than aminoacyl groups;EC:2.3.1.89	https://www.genome.jp/dbget-bin/www_bget?EC:2.3.1.89	EC:2.3.1.89	233	1305	1338	1495	598	348	395	2874	7160	25	6914	9935	15	5834	3173	2776	3139	3049	7358	3516	4819	89	768	158	205	63	204	72	4631	496	2803	1551	6231	1344	9366	7343	4415	1522	7335	5823	3464	5127	225	1457	465	425	578	445	271	3593	3408	11535	45	12854	4777	5248	8442	12633	5259	13924	9587	10678	8315
Transferases;Acyltransferases;Transferring groups other than aminoacyl groups;EC:2.3.1.9	https://www.genome.jp/dbget-bin/www_bget?EC:2.3.1.9	EC:2.3.1.9	2400	5294	7755	7677	3695	3300	5643	13886	29148	54718	42752	46902	22408	45852	21054	16544	16815	30505	23284	21953	24380	5544	3706	2160	5746	2237	2224	1006	19718	7339	21190	25509	17502	11900	32532	23214	22707	10844	19736	17592	14042	24289	3156	9131	4203	3196	5644	4863	6022	20445	21798	37866	26812	41498	21112	30144	32040	46578	44232	45456	36073	44606	33964
Transferases;Acyltransferases;Aminoacyltransferases;EC:2.3.2.2	https://www.genome.jp/dbget-bin/www_bget?EC:2.3.2.2	EC:2.3.2.2	1248	1808	1724	2321	1094	749	2542	191	726	842	886	728	411	1029	5111	1759	4904	3618	9988	2577	3636	1149	918	167	944	284	1103	440	1389	954	2484	1977	940	2862	1424	5762	2402	4742	1873	4706	3026	662	2228	2648	3498	1529	2910	2674	4036	1282	1419	906	1787	1566	913	788	15490	5766	3378	4982	2536	1970	4788
Transferases;Acyltransferases;Aminoacyltransferases;EC:2.3.2.6	https://www.genome.jp/dbget-bin/www_bget?EC:2.3.2.6	EC:2.3.2.6	1248	1808	1724	2321	1094	749	2542	191	726	842	886	728	411	1029	5111	1759	4904	3618	9988	2577	3636	1149	918	167	944	284	1103	440	1389	954	2484	1977	940	2862	1424	5762	2402	4742	1873	4706	3026	662	2228	2648	3498	1529	2910	2674	4036	1282	1419	906	1787	1566	913	788	15490	5766	3378	4982	2536	1970	4788
Transferases;Acyltransferases;Aminoacyltransferases;EC:2.3.2.8	https://www.genome.jp/dbget-bin/www_bget?EC:2.3.2.8	EC:2.3.2.8	1148	1468	1044	1396	552	612	1846	13	13	15	35	9	24	21	2666	728	4407	3321	9514	1597	2373	969	372	97	697	42	836	399	1	2	6	8	6	7	4	5184	1406	2379	1471	4165	2616	473	1876	1757	3013	1270	2225	1771	3610	41	20	32	76	34	22	11	15266	4545	2580	2981	1403	638	3822
Transferases;Acyltransferases;Acyl groups converted into alkyl groups on transfer;EC:2.3.3.1	https://www.genome.jp/dbget-bin/www_bget?EC:2.3.3.1	EC:2.3.3.1	8556	17113	15310	20086	10116	6798	13858	8720	20295	42325	32525	35095	18692	35630	21126	15287	18115	30620	25509	19784	25980	9093	6219	7134	11088	5281	9573	5003	11671	5852	11461	15610	11264	7344	18546	21773	15608	10286	16526	19854	14289	18845	14294	21288	13736	17198	22036	13922	19461	12544	13667	20584	19696	23602	12353	17884	37580	35789	35976	31540	25129	29294	26006
Transferases;Acyltransferases;Acyl groups converted into alkyl groups on transfer;EC:2.3.3.13	https://www.genome.jp/dbget-bin/www_bget?EC:2.3.3.13	EC:2.3.3.13	9906	16330	15555	21185	10588	6448	13404	7579	19680	37610	31382	34022	16988	34099	24764	15657	22124	33478	35390	19658	28087	10352	7146	6769	11346	5230	10018	6078	10758	4872	11147	12970	10474	6481	17480	29297	16548	13516	21474	29781	20141	22526	15232	16594	14348	14564	24590	12562	20140	11038	11458	19810	16196	21864	11099	14433	52683	39838	37317	34887	26154	30156	29284
Transferases;Acyltransferases;Acyl groups converted into alkyl groups on transfer;EC:2.3.3.14	https://www.genome.jp/dbget-bin/www_bget?EC:2.3.3.14	EC:2.3.3.14	2280	676	1035	2733	1837	698	1118	17	30	7	28	10	7	5	2944	1092	1795	590	3034	913	1707	1311	1733	600	1012	393	1199	2003	5	1	4	41	6	9	18	6823	329	2262	7796	12328	7331	7710	2401	1809	1770	1331	8170	1071	845	9	10	10	30	18	12	17	3928	3449	1847	4401	2077	2536	1876
Transferases;Acyltransferases;Acyl groups converted into alkyl groups on transfer;EC:2.3.3.5	https://www.genome.jp/dbget-bin/www_bget?EC:2.3.3.5	EC:2.3.3.5	1248	1808	1724	2321	1094	749	2542	191	726	842	886	728	411	1029	5111	1759	4904	3618	9988	2577	3636	1149	918	167	944	284	1103	440	1389	954	2484	1977	940	2862	1424	5762	2402	4742	1873	4706	3026	662	2228	2648	3498	1529	2910	2674	4036	1282	1419	906	1787	1566	913	788	15490	5766	3378	4982	2536	1970	4788
Transferases;Acyltransferases;Acyl groups converted into alkyl groups on transfer;EC:2.3.3.9	https://www.genome.jp/dbget-bin/www_bget?EC:2.3.3.9	EC:2.3.3.9	199	680	1360	1850	1083	274	1393	356	1426	1654	1702	1438	774	2016	4890	2062	993	595	948	1960	2526	360	1092	140	493	485	534	82	2776	1903	4956	3938	1869	5710	2839	1156	1993	4727	804	1082	820	378	704	1783	969	518	1370	1807	852	2482	2798	1748	3422	3063	1782	1554	448	2442	1596	4002	2267	2663	1932
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.1	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.1	EC:2.4.1.1	11027	23944	22504	30382	15140	7972	16354	8525	22760	36376	34176	36070	17580	36318	29482	21790	18216	47940	17948	24288	36796	14737	8841	12013	17501	9544	14540	7450	13562	7484	14640	15194	14074	9984	21040	16937	18654	11960	16600	16438	12632	20973	18034	19384	12637	20581	25686	14884	22420	13436	12798	21996	17048	25078	12572	13508	24294	36840	45578	31747	29742	36719	26900
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.12	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.12	EC:2.4.1.12	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.129	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.129	EC:2.4.1.129	3268	5733	5040	6968	3769	2778	6382	6439	19109	33040	30214	33504	15276	32844	14969	10626	11353	25472	13574	13876	16387	6240	2581	2863	5616	2257	3093	2164	10189	4597	10849	10282	10384	5935	16576	14388	12955	7520	14344	14903	10774	17438	4102	10697	5944	6007	9292	5877	5964	9530	9017	19101	12805	20270	10036	11210	18102	25919	26780	24681	20872	26538	19030
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.144	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.144	EC:2.4.1.144	842	1141	1162	1488	659	566	1822	1699	2709	2202	2769	1114	1806	2064	6555	5217	5265	20805	2725	6685	7949	4948	88	1572	3705	1466	1032	723	1617	1202	1266	2912	2020	842	2817	1706	4674	1892	1659	937	1226	2938	160	89	824	87	186	326	1490	2422	756	1769	1907	2959	1271	1191	5254	7123	12594	4108	7510	8390	6326
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.15	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.15	EC:2.4.1.15	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.18	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.18	EC:2.4.1.18	7138	14029	13606	18254	9084	5103	10660	8189	21857	35279	33061	34665	17095	34927	24192	18190	16906	46836	16731	21460	29729	12695	5425	7821	12928	6384	8729	4991	11811	5806	12118	13198	12408	6779	19404	16202	17634	9416	16024	15853	12087	20392	10082	11396	7966	11097	15655	8442	13361	11990	10369	20897	14798	23248	11342	12418	23580	34196	41940	29178	28465	35090	25612
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.180	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.180	EC:2.4.1.180	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.182	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.182	EC:2.4.1.182	1248	1808	1724	2321	1094	749	2542	191	726	842	886	728	411	1029	5111	1759	4904	3618	9988	2577	3636	1149	918	167	944	284	1103	440	1389	954	2484	1977	940	2862	1424	5762	2402	4742	1873	4706	3026	662	2228	2648	3498	1529	2910	2674	4036	1282	1419	906	1787	1566	913	788	15490	5766	3378	4982	2536	1970	4788
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.187	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.187	EC:2.4.1.187	9811	21956	19476	26784	13258	6794	12823	5414	18135	28020	28699	33070	13354	31048	17714	13829	11186	26030	13436	14410	25612	9418	7464	10275	13079	7562	12924	6634	8610	4116	8137	5696	10114	2906	14509	13052	11374	5238	13867	14048	10204	17386	16812	16642	10548	19628	23545	12382	19450	7148	7444	17866	8581	17557	8541	7588	16731	25324	29500	21982	18610	24755	17226
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.20	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.20	EC:2.4.1.20	1982	1479	1680	2854	1578	915	2381	1708	2724	2206	2783	1119	1810	2066	8027	5763	6162	21100	4242	7142	8802	5604	954	1872	4211	1662	1632	1724	1620	1202	1268	2932	2023	846	2826	5118	4838	3023	5557	7101	4892	6793	1360	994	1709	752	4271	862	1912	2426	761	1774	1922	2968	1277	1200	7218	8848	13518	6308	8548	9658	7264
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.208	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.208	EC:2.4.1.208	233	1305	1338	1495	598	348	395	2874	7160	25	6914	9935	15	5834	3173	2776	3139	3049	7358	3516	4819	89	768	158	205	63	204	72	4631	496	2803	1551	6231	1344	9366	7343	4415	1522	7335	5823	3464	5127	225	1457	465	425	578	445	271	3593	3408	11535	45	12854	4777	5248	8442	12633	5259	13924	9587	10678	8315
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.21	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.21	EC:2.4.1.21	7610	13394	13467	18393	9484	5224	9712	7553	19654	37580	31312	34004	16940	34057	19432	14201	13310	26836	16362	16464	23341	8414	6402	6575	9952	5146	8346	5280	10756	4868	11135	12954	10462	6467	17472	18929	13736	8758	18532	21451	14909	21580	11480	13080	8322	12024	20140	9020	12920	10956	11418	19746	16044	21796	11055	14411	22151	30748	32157	28925	23348	28880	21640
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.211	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.211	EC:2.4.1.211	4632	10717	9379	12690	6174	3298	6820	1857	2900	2472	3033	1800	1904	2447	9400	7786	6078	21612	3468	8532	13753	6810	2958	5694	8032	4384	6576	3141	1980	1929	1310	2938	2751	1192	3033	1863	4697	2072	1832	981	1361	3330	7760	7185	5011	9312	9533	5864	10123	2627	1786	1994	2446	3258	1610	1504	5744	8546	15434	4676	7654	8687	6648
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.227	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.227	EC:2.4.1.227	7444	14356	13488	18162	8977	5149	10684	6503	19161	33092	30327	33560	15313	32884	20303	13701	16048	29352	23520	16372	24153	8716	5709	6346	9920	4960	8533	4667	10195	4606	10858	10294	10394	5944	16592	19680	14366	9904	15836	19081	13477	17927	11798	13064	10154	12280	17694	9887	15481	9608	9633	19160	12967	20322	10093	11238	33592	31618	31926	28051	22358	27338	23108
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.230	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.230	EC:2.4.1.230	3203	7323	7910	10059	4796	2097	2771	1106	530	4537	1084	495	1660	1210	2991	3029	1059	1068	1271	2132	6101	1518	2954	3412	3831	2693	4654	2115	564	270	284	2651	75	528	886	1130	617	107	290	384	469	287	6177	1479	1494	5351	6763	2607	6534	1422	2396	640	3224	1517	1013	3193	2085	3105	4454	2044	1438	1074	1672
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.25	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.25	EC:2.4.1.25	5388	13855	13265	16895	8104	4536	8674	9355	26293	33098	37192	43481	15301	38695	19338	15203	13882	28784	19847	17835	25745	7181	5239	6107	8922	4784	7301	3338	14823	5100	13653	11817	16616	7276	25944	18427	17210	7916	17802	14575	10660	18726	8946	11860	6722	10770	11962	8026	11719	13156	13016	30658	12921	33134	14842	16467	24804	37981	33681	36793	29504	36110	26663
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.280	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.280	EC:2.4.1.280	842	1141	1162	1488	659	566	1822	1699	2709	2202	2769	1114	1806	2064	6555	5217	5265	20805	2725	6685	7949	4948	88	1572	3705	1466	1032	723	1617	1202	1266	2912	2020	842	2817	1706	4674	1892	1659	937	1226	2938	160	89	824	87	186	326	1490	2422	756	1769	1907	2959	1271	1191	5254	7123	12594	4108	7510	8390	6326
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.290	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.290	EC:2.4.1.290	1148	1468	1044	1396	552	612	1846	13	13	15	35	9	24	21	2666	728	4407	3321	9514	1597	2373	969	372	97	697	42	836	399	1	2	6	8	6	7	4	5184	1406	2379	1471	4165	2616	473	1876	1757	3013	1270	2225	1771	3610	41	20	32	76	34	22	11	15266	4545	2580	2981	1403	638	3822
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.291	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.291	EC:2.4.1.291	1148	1468	1044	1396	552	612	1846	13	13	15	35	9	24	21	2666	728	4407	3321	9514	1597	2373	969	372	97	697	42	836	399	1	2	6	8	6	7	4	5184	1406	2379	1471	4165	2616	473	1876	1757	3013	1270	2225	1771	3610	41	20	32	76	34	22	11	15266	4545	2580	2981	1403	638	3822
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.292	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.292	EC:2.4.1.292	1148	1468	1044	1396	552	612	1846	13	13	15	35	9	24	21	2666	728	4407	3321	9514	1597	2373	969	372	97	697	42	836	399	1	2	6	8	6	7	4	5184	1406	2379	1471	4165	2616	473	1876	1757	3013	1270	2225	1771	3610	41	20	32	76	34	22	11	15266	4545	2580	2981	1403	638	3822
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.293	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.293	EC:2.4.1.293	1148	1468	1044	1396	552	612	1846	13	13	15	35	9	24	21	2666	728	4407	3321	9514	1597	2373	969	372	97	697	42	836	399	1	2	6	8	6	7	4	5184	1406	2379	1471	4165	2616	473	1876	1757	3013	1270	2225	1771	3610	41	20	32	76	34	22	11	15266	4545	2580	2981	1403	638	3822
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.315	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.315	EC:2.4.1.315	1140	338	518	1366	918	349	559	8	15	4	14	5	4	2	1472	546	898	295	1517	456	854	656	866	300	506	196	600	1002	2	0	2	20	3	4	9	3412	164	1131	3898	6164	3666	3855	1200	904	885	666	4085	536	422	4	5	5	15	9	6	8	1964	1724	924	2200	1038	1268	938
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.325	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.325	EC:2.4.1.325	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.4	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.4	EC:2.4.1.4	842	1141	1162	1488	659	566	1822	1699	2709	2202	2769	1114	1806	2064	6555	5217	5265	20805	2725	6685	7949	4948	88	1572	3705	1466	1032	723	1617	1202	1266	2912	2020	842	2817	1706	4674	1892	1659	937	1226	2938	160	89	824	87	186	326	1490	2422	756	1769	1907	2959	1271	1191	5254	7123	12594	4108	7510	8390	6326
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.44	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.44	EC:2.4.1.44	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.64	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.64	EC:2.4.1.64	175	168	505	260	140	338	316	1055	491	4500	1006	448	1647	1191	323	682	771	510	839	1232	708	11	198	26	224	32	50	11	559	263	281	2647	71	526	875	1022	612	103	269	371	382	271	358	869	296	348	586	368	627	1384	1800	613	3138	1499	978	3175	1861	1951	1888	1655	1355	911	1416
Transferases;Glycosyltransferases;Hexosyltransferases;EC:2.4.1.83	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.1.83	EC:2.4.1.83	1982	1479	1680	2854	1578	915	2381	1708	2724	2206	2783	1119	1810	2066	8027	5763	6162	21100	4242	7142	8802	5604	954	1872	4211	1662	1632	1724	1620	1202	1268	2932	2023	846	2826	5118	4838	3023	5557	7101	4892	6793	1360	994	1709	752	4271	862	1912	2426	761	1774	1922	2968	1277	1200	7218	8848	13518	6308	8548	9658	7264
Transferases;Glycosyltransferases;Pentosyltransferases;EC:2.4.2.1	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.2.1	EC:2.4.2.1	6936	15666	15626	20016	9761	5571	9944	13293	33959	37627	45126	53869	16966	45722	24306	19207	18690	32638	29561	23040	32126	7936	7071	6591	9856	5076	8155	4423	20015	5859	16739	16036	22922	9151	36194	30204	22402	10672	29304	26933	18171	27979	10730	15090	8368	12208	17211	9374	13040	18138	18229	42811	16119	47496	20603	24898	37071	54290	41752	54573	41484	48968	37332
Transferases;Glycosyltransferases;Pentosyltransferases;EC:2.4.2.10	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.2.10	EC:2.4.2.10	9048	17918	15462	21054	10495	6688	15048	8309	22022	35527	33282	35313	17204	35312	27035	19140	21838	50406	26556	24004	32513	14019	5911	8654	14344	6683	10505	5704	12170	6528	12165	13228	13142	7134	19614	21435	19058	11972	17647	20049	14751	21241	13738	19639	13968	16589	21050	13512	19697	12198	10823	21127	15327	23562	11668	12724	39112	39010	44794	32338	29929	35862	29500
Transferases;Glycosyltransferases;Pentosyltransferases;EC:2.4.2.14	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.2.14	EC:2.4.2.14	12252	25245	23380	31132	15295	8792	17826	9705	22921	43126	35314	37404	19095	38291	30850	22321	23062	51664	28177	26194	38958	15538	8865	12067	18184	9376	15159	7819	14368	7761	16427	17040	13614	7677	22384	22843	21750	12412	18566	21469	16799	26210	19942	21118	15462	21940	27814	16119	26232	14336	14432	25873	18718	26216	14487	16430	41255	43110	54288	34992	31527	40754	32165
Transferases;Glycosyltransferases;Pentosyltransferases;EC:2.4.2.17	https://www.genome.jp/dbget-bin/www_bget?EC:2.4.2.17	EC:2.4.2.17	7210	13051	12150	16668	8379	4801	10288	3629	12001	33067	23413	23625	15298	27050	17130	10925	12909	26302	16162	12856	19334	8627	4941	6188	9714	4897	8329	4595	5564	4110	8055	8744	4164	4600	7226	12337	9951	8382	8501	13258	10013	12800	11572	11607	9690	11855	17116	9442	15210	6016	6225	7625	12922	7468	5316	5990	25150	18985	26666	14127	12771	16660	14793
